AnnoMese,Postazione,Giorno,N Giorno Settimana,Strada,Transiti - Totale,Transiti - Non Classificato,Transiti - Leggeri,Transiti - Pesanti,Transiti - Diurno,Transiti - Notturno,Transiti - Feriali,Transiti - Festivi
2019/06,6,29/06/2019,6,SS 12 tra Fiumalbo e Abetone,3079,10,3052,26,2373,706,0,3079
2019/06,6,30/06/2019,7,SS 12 tra Fiumalbo e Abetone,3719,00,3694,25,3052,667,0,3719
2019/06,7,29/06/2019,6,SS 64 tra Porretta Terme e Sambuca Pistoiese,9257,10,9134,122,7054,2203,0,9257
2019/06,7,30/06/2019,7,SS 64 tra Porretta Terme e Sambuca Pistoiese,9403,00,9352,51,6636,2767,0,9403
2019/06,9,29/06/2019,6,SS 67 tra Rocca San Casciano e Portico San Benedetto,1918,10,1869,48,1519,399,0,1918
2019/06,9,30/06/2019,7,SS 67 tra Rocca San Casciano e Portico San Benedetto,2660,20,2645,13,2027,633,0,2660
2019/06,16,29/06/2019,6,SP 69 in località Pilastri al Confine regionale,1916,00,1794,122,1321,595,0,1916
2019/06,16,30/06/2019,7,SP 69 in località Pilastri al Confine regionale,1731,00,1650,81,1035,696,0,1731
2019/06,19,29/06/2019,6,SP 343R tra Colorno e Casalmaggiore,8846,00,8483,363,6047,2799,0,8846
2019/06,19,30/06/2019,7,SP 343R tra Colorno e Casalmaggiore,7603,00,7477,126,4738,2865,0,7603
2019/06,25,29/06/2019,6,SS 9 tra San Prospero (Case Crostolo) e Sant'Ilario d'Enza,26136,10,25468,667,17060,9076,0,26136
2019/06,25,30/06/2019,7,SS 9 tra San Prospero (Case Crostolo) e Sant'Ilario d'Enza,20682,30,20542,137,11955,8727,0,20682
2019/06,29,29/06/2019,6,SS 9 tra Modena e Rubiera,22439,00,22003,436,14425,8014,0,22439
2019/06,29,30/06/2019,7,SS 9 tra Modena e Rubiera,18478,00,18308,170,11135,7343,0,18478
2019/06,52,29/06/2019,6,SP 253 tra Sesto Imolese e Medicina,11737,00,11264,473,9835,1902,0,11737
2019/06,52,30/06/2019,7,SP 253 tra Sesto Imolese e Medicina,10434,00,10227,207,6154,4280,0,10434
2019/06,53,29/06/2019,6,SS 309 a San Giuseppe di Comacchio,14449,00,13381,1068,9537,4912,0,14449
2019/06,53,30/06/2019,7,SS 309 a San Giuseppe di Comacchio,13850,00,13407,443,8619,5231,0,13850
2019/06,95,29/06/2019,6,SP 10R tra Castel San Giovanni e Sarmato,,,,,,,,
2019/06,95,30/06/2019,7,SP 10R tra Castel San Giovanni e Sarmato,,,,,,,,
2019/06,98,29/06/2019,6,SP 302R tra Brisighella e Marradi,3718,00,3660,58,2660,1058,0,3718
2019/06,98,30/06/2019,7,SP 302R tra Brisighella e Marradi,4097,00,4076,21,2873,1224,0,4097
2019/06,100,29/06/2019,6,SP 258R tra Villa Verucchio ed ex Confine regionale (località Dogana),14035,00,13714,321,9631,4404,0,14035
2019/06,100,30/06/2019,7,SP 258R tra Villa Verucchio ed ex Confine regionale (località Dogana),13744,00,13618,126,9037,4707,0,13744
2019/06,104,29/06/2019,6,SP 10 nuovo ponte sul Po tra innesto variante Zibello e confine regionale (Lombardia),3138,00,2867,271,2102,1036,0,3138
2019/06,104,30/06/2019,7,SP 10 nuovo ponte sul Po tra innesto variante Zibello e confine regionale (Lombardia),2932,00,2865,67,1790,1142,0,2932
2019/06,107,29/06/2019,6,SP 85 tra Rubiera e bivio SP 13MO (c/o Campogalliano),7608,20,7393,213,5158,2450,0,7608
2019/06,107,30/06/2019,7,SP 85 tra Rubiera e bivio SP 13MO (c/o Campogalliano),6395,00,6332,63,3803,2592,0,6395
2019/06,108,29/06/2019,6,SP 412R tra Castel San Giovanni (Casello A 21) e ponte fiume Po,11409,90,11263,137,8274,3135,0,11409
2019/06,108,30/06/2019,7,SP 412R tra Castel San Giovanni (Casello A 21) e ponte fiume Po,12066,00,12029,37,8091,3975,0,12066
2019/06,112,29/06/2019,6,SP 111 tra Boretto e Viadana sul ponte Po,13800,20,13317,481,8934,4866,0,13800
2019/06,112,30/06/2019,7,SP 111 tra Boretto e Viadana sul ponte Po,11217,00,11027,190,6785,4432,0,11217
2019/06,115,29/06/2019,6,SP 68 ad Ariano Polesine al Confine regionale (Veneto),3081,00,2981,100,2107,974,0,3081
2019/06,115,30/06/2019,7,SP 68 ad Ariano Polesine al Confine regionale (Veneto),2874,10,2820,53,1752,1122,0,2874
2019/06,116,29/06/2019,6,SP 138 tra SPiero in Bagno (E 45) e Bagno di Romagna,6178,00,6011,167,4479,1699,0,6178
2019/06,116,30/06/2019,7,SP 138 tra SPiero in Bagno (E 45) e Bagno di Romagna,7135,10,7072,62,5049,2086,0,7135
2019/06,117,29/06/2019,6,SS 63 tra Collagna e Sassalbo (Passo del Cerreto),1399,00,1369,30,1119,280,0,1399
2019/06,117,30/06/2019,7,SS 63 tra Collagna e Sassalbo (Passo del Cerreto),2289,00,2284,5,1838,451,0,2289
2019/06,118,29/06/2019,6,SS 45 tra Ottone e Gorreto,1300,10,1275,24,970,330,0,1300
2019/06,118,30/06/2019,7,SS 45 tra Ottone e Gorreto,1284,00,1273,11,981,303,0,1284
2019/06,122,29/06/2019,6,SP 10R tra Piacenza (ponte fiume Trebbia) e San Nicolo',21226,10,20907,318,14578,6648,0,21226
2019/06,122,30/06/2019,7,SP 10R tra Piacenza (ponte fiume Trebbia) e San Nicolo',15084,00,15009,75,9299,5785,0,15084
2019/06,123,29/06/2019,6,SP 28 tra Piacenza (Tangenziale Sud) e Gossolengo,15895,00,15700,195,10930,4965,0,15895
2019/06,123,30/06/2019,7,SP 28 tra Piacenza (Tangenziale Sud) e Gossolengo,12947,10,12888,58,7992,4955,0,12947
2019/06,124,29/06/2019,6,SS 45 tra Piacenza e Settima,20261,30,20002,256,13367,6894,0,20261
2019/06,124,30/06/2019,7,SS 45 tra Piacenza e Settima,20799,00,20712,87,13200,7599,0,20799
2019/06,125,29/06/2019,6,SP 654R tra Piacenza (Tangenziale Sud) e Turro,17964,00,17645,319,13116,4848,0,17964
2019/06,125,30/06/2019,7,SP 654R tra Piacenza (Tangenziale Sud) e Turro,13758,00,13668,90,8890,4868,0,13758
2019/06,126,29/06/2019,6,SP 6 tra Piacenza (Tangenziale Sud) e bivio SP 42/ponte fiume Nure in località San Giorgio Piacentino,14624,10,14335,288,9760,4864,0,14624
2019/06,126,30/06/2019,7,SP 6 tra Piacenza (Tangenziale Sud) e bivio SP 42/ponte fiume Nure in località San Giorgio Piacentino,11756,00,11674,82,7252,4504,0,11756
2019/06,127,29/06/2019,6,SS 9 tra Piacenza e Pontenure,20312,00,19590,722,14002,6310,0,20312
2019/06,127,30/06/2019,7,SS 9 tra Piacenza e Pontenure,14385,00,14242,143,8622,5763,0,14385
2019/06,128,29/06/2019,6,SP 10R tra Piacenza (Casello A 1/A 21) e il bivio SP 10R e SP 587R,13477,00,13009,468,8621,4856,0,13477
2019/06,128,30/06/2019,7,SP 10R tra Piacenza (Casello A 1/A 21) e il bivio SP 10R e SP 587R,9825,00,9737,88,5928,3897,0,9825
2019/06,130,29/06/2019,6,SS 62 tra Parma e Collecchio,21020,10,20636,383,12894,8126,0,21020
2019/06,130,30/06/2019,7,SS 62 tra Parma e Collecchio,19325,00,19179,146,10169,9156,0,19325
2019/06,131,29/06/2019,6,SP 665R tra Parma e Corcagnano,19572,30,19199,370,13068,6504,0,19572
2019/06,131,30/06/2019,7,SP 665R tra Parma e Corcagnano,17745,20,17595,148,10647,7098,0,17745
2019/06,132,29/06/2019,6,SP 513R tra Parma e Pilastrello,16591,00,16331,260,11216,5375,0,16591
2019/06,132,30/06/2019,7,SP 513R tra Parma e Pilastrello,13697,20,13609,86,8694,5003,0,13697
2019/06,133,29/06/2019,6,SP 62R tra Parma (viadotto A 1) e Sorbolo,14625,00,14244,381,9555,5070,0,14625
2019/06,133,30/06/2019,7,SP 62R tra Parma (viadotto A 1) e Sorbolo,12446,00,12324,122,7172,5274,0,12446
2019/06,134,29/06/2019,6,SP 343R tra Parma e San Polo,17657,00,17019,638,11335,6322,0,17657
2019/06,134,30/06/2019,7,SP 343R tra Parma e San Polo,14346,00,14163,183,8398,5948,0,14346
2019/06,137,29/06/2019,6,SP 28 tra Reggio Emilia (Tangenziale) e Cavriago,17802,00,17572,230,10801,7001,0,17802
2019/06,137,30/06/2019,7,SP 28 tra Reggio Emilia (Tangenziale) e Cavriago,13629,00,13558,71,7260,6369,0,13629
2019/06,138,29/06/2019,6,SS 63 tra Reggio Emilia e Puianello,12766,10,12616,149,8393,4373,0,12766
2019/06,138,30/06/2019,7,SS 63 tra Reggio Emilia e Puianello,12990,10,12930,59,8040,4950,0,12990
2019/06,139,29/06/2019,6,SP 467R tra Fogliano e località Pratissolo (c/o Scandiano),13051,00,12904,147,8612,4439,0,13051
2019/06,139,30/06/2019,7,SP 467R tra Fogliano e località Pratissolo (c/o Scandiano),9926,00,9866,60,5764,4162,0,9926
2019/06,140,29/06/2019,6,SS 9 tra Masone e Rubiera,21947,10,21227,719,14131,7816,0,21947
2019/06,140,30/06/2019,7,SS 9 tra Masone e Rubiera,17710,00,17507,203,10384,7326,0,17710
2019/06,143,29/06/2019,6,SP 63R tra Sesso e Cadelbosco di Sopra (bivio SP 358R),19555,00,19194,361,12974,6581,0,19555
2019/06,143,30/06/2019,7,SP 63R tra Sesso e Cadelbosco di Sopra (bivio SP 358R),14791,00,14686,105,8828,5963,0,14791
2019/06,146,29/06/2019,6,SS 12 tra Montale e Modena,19302,40,18838,460,12217,7085,0,19302
2019/06,146,30/06/2019,7,SS 12 tra Montale e Modena,18392,10,18216,175,11121,7271,0,18392
2019/06,147,29/06/2019,6,SP 623 tra Modena Sud/casello A 1 e Spilamberto,9364,00,9004,360,6212,3152,0,9364
2019/06,147,30/06/2019,7,SP 623 tra Modena Sud/casello A 1 e Spilamberto,8264,10,8176,87,5236,3028,0,8264
2019/06,149,29/06/2019,6,SP 255 tra Modena e Navicello,26558,20,25875,681,17704,8854,0,26558
2019/06,149,30/06/2019,7,SP 255 tra Modena e Navicello,21361,00,21137,224,12516,8845,0,21361
2019/06,150,29/06/2019,6,SS 12 tra Modena e Bastiglia,17360,00,16953,407,10930,6430,0,17360
2019/06,150,30/06/2019,7,SS 12 tra Modena e Bastiglia,13889,00,13774,115,8121,5768,0,13889
2019/06,151,29/06/2019,6,SP 413 tra Modena e Ganaceto,9418,00,9074,344,6712,2706,0,9418
2019/06,151,30/06/2019,7,SP 413 tra Modena e Ganaceto,14907,00,14767,140,8961,5946,0,14907
2019/06,152,29/06/2019,6,SP 569 tra Innesto tangenziale Bologna e uscita Zola Predosa (Gesso/Rivabella),55273,30,54551,719,38419,16854,0,55273
2019/06,152,30/06/2019,7,SP 569 tra Innesto tangenziale Bologna e uscita Zola Predosa (Gesso/Rivabella),46809,00,46574,235,30638,16171,0,46809
2019/06,153,29/06/2019,6,Via Porrettana (ex SS 64) tra Bologna e Pontecchio Marconi,10798,10,10656,141,7279,3519,0,10798
2019/06,153,30/06/2019,7,Via Porrettana (ex SS 64) tra Bologna e Pontecchio Marconi,8800,00,8759,41,5507,3293,0,8800
2019/06,154,29/06/2019,6,Tra Rastignano e Pian di Macina (SP85 Fondo Valle Savena),12450,30,12389,58,8484,3966,0,12450
2019/06,154,30/06/2019,7,Tra Rastignano e Pian di Macina (SP85 Fondo Valle Savena),11848,00,11820,28,7747,4101,0,11848
2019/06,155,29/06/2019,6,Via Emilia tra San Lazzaro e Idice,14484,20,14234,248,9767,4717,0,14484
2019/06,155,30/06/2019,7,Via Emilia tra San Lazzaro e Idice,12143,20,12062,79,7122,5021,0,12143
2019/06,157,29/06/2019,6,Via San Donato (ex SP 5) tra Granarolo dell'Emilia e Quarto Inferiore,9428,00,9303,125,6611,2817,0,9428
2019/06,157,30/06/2019,7,Via San Donato (ex SP 5) tra Granarolo dell'Emilia e Quarto Inferiore,7026,00,6977,49,4564,2462,0,7026
2019/06,158,29/06/2019,6,SS 64 tra Bologna e Lovoleto,8450,20,8256,192,5737,2713,0,8450
2019/06,158,30/06/2019,7,SS 64 tra Bologna e Lovoleto,6303,10,6242,60,3835,2468,0,6303
2019/06,160,29/06/2019,6,SP 18 tra Bargellino e Calderara di Reno (c/o Variante SP18),11479,00,11096,383,7944,3535,0,11479
2019/06,160,30/06/2019,7,SP 18 tra Bargellino e Calderara di Reno (c/o Variante SP18),8482,00,8377,105,5497,2985,0,8482
2019/06,162,29/06/2019,6,SS 9 località Cavazzona,15949,10,15430,518,9570,6379,0,15949
2019/06,162,30/06/2019,7,SS 9 località Cavazzona,13096,00,12923,173,7025,6071,0,13096
2019/06,170,29/06/2019,6,SS 67 tra Rovere e Forlì,8057,00,7855,202,5381,2676,0,8057
2019/06,170,30/06/2019,7,SS 67 tra Rovere e Forlì,6683,10,6615,67,4245,2438,0,6683
2019/06,171,29/06/2019,6,SP 56 tra Forlì e bivio SS67 (Castrocaro Terme),6815,00,6711,104,4639,2176,0,6815
2019/06,171,30/06/2019,7,SP 56 tra Forlì e bivio SS67 (Castrocaro Terme),5709,00,5684,25,3642,2067,0,5709
2019/06,173,29/06/2019,6,SP 4 tra Ronco (SS9) e bivio SP 72 (Para),5563,00,5394,169,3843,1720,0,5563
2019/06,173,30/06/2019,7,SP 4 tra Ronco (SS9) e bivio SP 72 (Para),4584,10,4519,64,2988,1596,0,4584
2019/06,174,29/06/2019,6,SS 9 tra Ronco e Forlimpopoli,,,,,,,,
2019/06,174,30/06/2019,7,SS 9 tra Ronco e Forlimpopoli,,,,,,,,
2019/06,176,29/06/2019,6,SP 2 in località La Caserma al Confine Provinciale,18814,00,18559,255,12331,6483,0,18814
2019/06,176,30/06/2019,7,SP 2 in località La Caserma al Confine Provinciale,21008,20,20874,132,12672,8336,0,21008
2019/06,177,29/06/2019,6,NSA 313 - Prosecuzione tangenziale di Bologna complanare sud alla A 14 nel tratto San Lazzaro/Idice,21912,10,21515,396,17197,4715,0,21912
2019/06,177,30/06/2019,7,NSA 313 - Prosecuzione tangenziale di Bologna complanare sud alla A 14 nel tratto San Lazzaro/Idice,13166,10,13051,114,9581,3585,0,13166
2019/06,182,29/06/2019,6,SP 258R tra Rimini e A 14,14578,10,14311,266,9278,5300,0,14578
2019/06,182,30/06/2019,7,SP 258R tra Rimini e A 14,13099,00,12987,112,7810,5289,0,13099
2019/06,184,29/06/2019,6,SS 16 tra Riccione e Rimini,,,,,,,,
2019/06,184,30/06/2019,7,SS 16 tra Riccione e Rimini,,,,,,,,
2019/06,186,29/06/2019,6,SS 16 tra Rimini e Igea Marina-Viserba,32143,60,31206,931,20561,11582,0,32143
2019/06,186,30/06/2019,7,SS 16 tra Rimini e Igea Marina-Viserba,29590,50,29143,442,17926,11664,0,29590
2019/06,188,29/06/2019,6,SS 9 tra Rimini e Santa Giustina,21796,10,21279,516,14085,7711,0,21796
2019/06,188,30/06/2019,7,SS 9 tra Rimini e Santa Giustina,17369,20,17161,206,10258,7111,0,17369
2019/06,215,29/06/2019,6,SP 3_1 tra accesso interporto Bologna e viadotto A 13,10982,00,10598,384,3603,7379,0,10982
2019/06,215,30/06/2019,7,SP 3_1 tra accesso interporto Bologna e viadotto A 13,21612,00,18204,3408,9385,12227,0,21612
2019/06,218,29/06/2019,6,SP 10 tra Polesine e Roccabianca su variante Zibello,1979,00,1759,220,1353,626,0,1979
2019/06,218,30/06/2019,7,SP 10 tra Polesine e Roccabianca su variante Zibello,1480,00,1424,56,958,522,0,1480
2019/06,220,30/06/2019,7,SS 9 tra Fiorenzuola d'Arda e Fidenza al confine provinciale,12288,00,12175,113,7944,4344,0,12288
2019/06,221,29/06/2019,6,SS 9 tra Fidenza e A 15,18094,00,17208,886,11569,6525,0,18094
2019/06,221,30/06/2019,7,SS 9 tra Fidenza e A 15,14645,00,14433,212,8729,5916,0,14645
2019/06,222,29/06/2019,6,SP 359R tra Fidenza e Salsomaggiore Terme,15084,70,14835,242,9258,5826,0,15084
2019/06,222,30/06/2019,7,SP 359R tra Fidenza e Salsomaggiore Terme,11906,10,11813,92,6669,5237,0,11906
2019/06,223,29/06/2019,6,SP 357R tra SS 9 e Noceto,8054,00,7738,316,5577,2477,0,8054
2019/06,223,30/06/2019,7,SP 357R tra SS 9 e Noceto,6113,10,6010,102,3682,2431,0,6113
2019/06,226,29/06/2019,6,SP 32 dal bivio SP 16 (per Langhirano) al bivio SP 665R,10647,10,10389,257,6785,3862,0,10647
2019/06,226,30/06/2019,7,SP 32 dal bivio SP 16 (per Langhirano) al bivio SP 665R,10026,00,9902,124,6123,3903,0,10026
2019/06,228,29/06/2019,6,SP 62R tra Brescello (bivio SP 41) e Sorbolo (bivio SP 20),7488,00,7219,269,5054,2434,0,7488
2019/06,228,30/06/2019,7,SP 62R tra Brescello (bivio SP 41) e Sorbolo (bivio SP 20),6520,00,6423,97,3982,2538,0,6520
2019/06,229,29/06/2019,6,SP 111 tra bivio SP 1 (a nord di Poviglio) e Boretto (innesto variante),,,,,,,,
2019/06,229,30/06/2019,7,SP 111 tra bivio SP 1 (a nord di Poviglio) e Boretto (innesto variante),,,,,,,,
2019/06,230,29/06/2019,6,SP 62RVar Cispadana da Boretto (bivio Variante SP 358R) a Gualtieri (bivio SP 63R),7833,00,7417,416,5190,2643,0,7833
2019/06,230,30/06/2019,7,SP 62RVar Cispadana da Boretto (bivio Variante SP 358R) a Gualtieri (bivio SP 63R),7417,00,7259,158,4457,2960,0,7417
2019/06,231,29/06/2019,6,SP 63R tra la località Santa Vittoria (c/o bivio SP 81) e la Cispadana,5878,00,5738,140,4042,1836,0,5878
2019/06,231,30/06/2019,7,SP 63R tra la località Santa Vittoria (c/o bivio SP 81) e la Cispadana,4926,00,4888,38,3067,1859,0,4926
2019/06,236,29/06/2019,6,SP 468 tra Casumaro e Reno Centese,4469,00,4259,210,3184,1285,0,4469
2019/06,236,30/06/2019,7,SP 468 tra Casumaro e Reno Centese,3452,00,3351,101,2161,1291,0,3452
2019/06,237,29/06/2019,6,SP 23 tra Quattro Castella e la Variante di Montecavolo (c/o bivio SP 21),13772,00,13557,215,9010,4762,0,13772
2019/06,237,30/06/2019,7,SP 23 tra Quattro Castella e la Variante di Montecavolo (c/o bivio SP 21),13096,00,13042,54,8149,4947,0,13096
2019/06,238,29/06/2019,6,SP 37 fra Albinea e Scandiano (bivio SP 7),10110,10,9923,186,6128,3982,0,10110
2019/06,238,30/06/2019,7,SP 37 fra Albinea e Scandiano (bivio SP 7),8802,00,8751,51,4896,3906,0,8802
2019/06,239,29/06/2019,6,SP 486R fra Sassuolo e Castellarano,20219,00,19637,582,13508,6711,0,20219
2019/06,239,30/06/2019,7,SP 486R fra Sassuolo e Castellarano,19009,00,18654,355,11784,7225,0,19009
2019/06,242,29/06/2019,6,SS 12 tra Maranello e Pavullo nel Frignano,18278,10,17922,355,11699,6579,0,18278
2019/06,242,30/06/2019,7,SS 12 tra Maranello e Pavullo nel Frignano,20540,20,20385,153,13179,7361,0,20540
2019/06,243,29/06/2019,6,SP 27 tra Ponte Samoggia e Muffa,6631,10,6477,153,4502,2129,0,6631
2019/06,243,30/06/2019,7,SP 27 tra Ponte Samoggia e Muffa,5327,00,5253,74,3356,1971,0,5327
2019/06,244,29/06/2019,6,SP 569 tra Pragatto e innesto variante Ponte Ronca,9467,00,9285,182,6841,2626,0,9467
2019/06,244,30/06/2019,7,SP 569 tra Pragatto e innesto variante Ponte Ronca,7458,00,7406,52,4785,2673,0,7458
2019/06,245,29/06/2019,6,SP 569 da intersezione Pedemontana a Savignano sul Panaro,6489,00,6316,173,4519,1970,0,6489
2019/06,245,30/06/2019,7,SP 569 da intersezione Pedemontana a Savignano sul Panaro,5925,00,5853,72,3737,2188,0,5925
2019/06,246,29/06/2019,6,SP 255 da Decima a San Giovanni in Persiceto,11030,00,10701,329,7414,3616,0,11030
2019/06,246,30/06/2019,7,SP 255 da Decima a San Giovanni in Persiceto,8413,00,8298,115,5006,3407,0,8413
2019/06,247,29/06/2019,6,SP 255 fra Nonantola e Sant'Agata Bolognese,7938,20,7594,342,5560,2378,0,7938
2019/06,247,30/06/2019,7,SP 255 fra Nonantola e Sant'Agata Bolognese,6693,00,6573,120,3844,2849,0,6693
2019/06,252,29/06/2019,6,SP 3_2 tra Budrio e bivio SP 29 per Medicina,12885,30,12526,356,10127,2758,0,12885
2019/06,252,30/06/2019,7,SP 3_2 tra Budrio e bivio SP 29 per Medicina,10691,40,10548,139,6499,4192,0,10691
2019/06,254,29/06/2019,6,SS 9 tra Ozzano Emilia e Castel San Pietro,17199,50,16804,390,11824,5375,0,17199
2019/06,254,30/06/2019,7,SS 9 tra Ozzano Emilia e Castel San Pietro,15037,00,14923,114,9162,5875,0,15037
2019/06,255,29/06/2019,6,SS 9 tra Castel San Pietro e Imola,19271,90,18827,435,14382,4889,0,19271
2019/06,255,30/06/2019,7,SS 9 tra Castel San Pietro e Imola,15941,30,15795,143,10807,5134,0,15941
2019/06,256,29/06/2019,6,SP 302R tra Faenza (bivio SP 66) e Brisighella,8997,50,8860,132,5974,3023,0,8997
2019/06,256,30/06/2019,7,SP 302R tra Faenza (bivio SP 66) e Brisighella,8864,00,8820,44,5646,3218,0,8864
2019/06,257,29/06/2019,6,SP 302R tra Faenza e il bivio SP 4 (a sud di Russi),5482,00,5351,131,3658,1824,0,5482
2019/06,257,30/06/2019,7,SP 302R tra Faenza e il bivio SP 4 (a sud di Russi),5073,00,5033,40,3063,2010,0,5073
2019/06,258,29/06/2019,6,SS 9 tra Forlimpopoli e Cesena,20258,00,19294,964,12980,7278,0,20258
2019/06,258,30/06/2019,7,SS 9 tra Forlimpopoli e Cesena,15154,20,14871,281,8872,6282,0,15154
2019/06,259,29/06/2019,6,SP 7 in località Calabrina al Confine Provinciale,20043,00,19739,304,12981,7062,0,20043
2019/06,259,30/06/2019,7,SP 7 in località Calabrina al Confine Provinciale,20052,00,19866,186,13382,6670,0,20052
2019/06,260,29/06/2019,6,SP 8 tra Cesena e A 14,13571,20,13437,132,8758,4813,0,13571
2019/06,260,30/06/2019,7,SP 8 tra Cesena e A 14,12848,10,12773,74,7707,5141,0,12848
2019/06,261,29/06/2019,6,SS 9 tra Cesena e Savignano sul Rubicone,19361,10,18332,1028,12741,6620,0,19361
2019/06,261,30/06/2019,7,SS 9 tra Cesena e Savignano sul Rubicone,13390,00,13208,182,7765,5625,0,13390
2019/06,262,29/06/2019,6,SS 9 tra Savignano sul Rubicone e Santarcangelo di Romagna,,,,,,,,
2019/06,262,30/06/2019,7,SS 9 tra Savignano sul Rubicone e Santarcangelo di Romagna,,,,,,,,
2019/06,263,29/06/2019,6,Via Adriatica (ex SS 16) tra Riccione e Misano Adriatico,19322,20,19018,302,11883,7439,0,19322
2019/06,263,30/06/2019,7,Via Adriatica (ex SS 16) tra Riccione e Misano Adriatico,17346,10,17136,209,9970,7376,0,17346
2019/06,269,29/06/2019,6,SS 12 a Medolla,,,,,,,,
2019/06,269,30/06/2019,7,SS 12 a Medolla,,,,,,,,
2019/06,274,29/06/2019,6,SS 64 ai confini provinciali di Bologna e Ferrara,6800,00,6592,208,4680,2120,0,6800
2019/06,274,30/06/2019,7,SS 64 ai confini provinciali di Bologna e Ferrara,5226,00,5152,74,3205,2021,0,5226
2019/06,275,29/06/2019,6,SP 5 dall'intersezione SP 3 a intersezione per Ca' de Fabbri,7787,00,7579,208,5210,2577,0,7787
2019/06,275,30/06/2019,7,SP 5 dall'intersezione SP 3 a intersezione per Ca' de Fabbri,5649,00,5571,78,3419,2230,0,5649
2019/06,276,29/06/2019,6,SP 3_2 tra intersezione SP 5 e ponte torrente Idice,12894,00,12340,554,10223,2671,0,12894
2019/06,276,30/06/2019,7,SP 3_2 tra intersezione SP 5 e ponte torrente Idice,9268,00,9009,259,5615,3653,0,9268
2019/06,277,29/06/2019,6,SP 6 tra Budrio e San Martino in Argine,5489,00,5265,224,3717,1772,0,5489
2019/06,277,30/06/2019,7,SP 6 tra Budrio e San Martino in Argine,4344,00,4224,120,2673,1671,0,4344
2019/06,278,29/06/2019,6,SP 6 tra Budrio e bivio SP 253,9737,00,9508,229,6739,2998,0,9737
2019/06,278,30/06/2019,7,SP 6 tra Budrio e bivio SP 253,7261,00,7149,112,4565,2696,0,7261
2019/06,279,29/06/2019,6,SP 31 dal bivio SP 28 per Castenaso a Ponte Rizzoli,11943,20,11600,341,9002,2941,0,11943
2019/06,279,30/06/2019,7,SP 31 dal bivio SP 28 per Castenaso a Ponte Rizzoli,10772,00,10607,165,6434,4338,0,10772
2019/06,280,29/06/2019,6,SP 26 tra Gesso e Ponte Rivabella,17921,20,17742,177,11960,5961,0,17921
2019/06,280,30/06/2019,7,SP 26 tra Gesso e Ponte Rivabella,15327,00,15258,69,9680,5647,0,15327
2019/06,281,29/06/2019,6,SP 78_1 tra Bazzano e Intersezione SP 27 a Monteveglio,5671,00,5601,70,3870,1801,0,5671
2019/06,281,30/06/2019,7,SP 78_1 tra Bazzano e Intersezione SP 27 a Monteveglio,4147,00,4109,38,2569,1578,0,4147
2019/06,282,29/06/2019,6,SS 9 tra Anzola dell'Emilia e Bologna,15948,10,15383,564,10532,5416,0,15948
2019/06,282,30/06/2019,7,SS 9 tra Anzola dell'Emilia e Bologna,12524,10,12359,164,7407,5117,0,12524
2019/06,285,29/06/2019,6,SP 1 fra Crevalcore e Decima,4751,00,4593,158,3131,1620,0,4751
2019/06,285,30/06/2019,7,SP 1 fra Crevalcore e Decima,3543,10,3473,69,2184,1359,0,3543
2019/06,287,29/06/2019,6,SP 6 fra Cento e Pilastrello,6808,00,6631,177,4547,2261,0,6808
2019/06,287,30/06/2019,7,SP 6 fra Cento e Pilastrello,5015,00,4931,84,3035,1980,0,5015
2019/06,288,29/06/2019,6,SP 42 fra Pieve di Cento e Castello d'Argile,12942,00,12634,308,8480,4462,0,12942
2019/06,288,30/06/2019,7,SP 42 fra Pieve di Cento e Castello d'Argile,9639,00,9514,125,5639,4000,0,9639
2019/06,289,29/06/2019,6,SP 66 fra Cento e Sant'Agostino,11499,00,11269,230,7957,3542,0,11499
2019/06,289,30/06/2019,7,SP 66 fra Cento e Sant'Agostino,9425,00,9357,68,5739,3686,0,9425
2019/06,290,29/06/2019,6,SP 11 fra Pieve di Cento e San Pietro in Casale,4968,00,4804,164,3206,1762,0,4968
2019/06,290,30/06/2019,7,SP 11 fra Pieve di Cento e San Pietro in Casale,3802,00,3724,78,2200,1602,0,3802
2019/06,291,29/06/2019,6,SP 4 tra San Pietro in Casale e San Vincenzo/San Venanzio,8323,00,8186,137,5806,2517,0,8323
2019/06,291,30/06/2019,7,SP 4 tra San Pietro in Casale e San Vincenzo/San Venanzio,3375,10,3341,33,2627,748,0,3375
2019/06,292,29/06/2019,6,SP 4 tra San Giorgio di Piano e Intersezione SP 11 c/o San Pietro in Casale,13481,10,13141,339,9002,4479,0,13481
2019/06,292,30/06/2019,7,SP 4 tra San Giorgio di Piano e Intersezione SP 11 c/o San Pietro in Casale,9522,00,9345,177,5850,3672,0,9522
2019/06,295,29/06/2019,6,SP 9 fra Colorno e Torrile centro abitato di Bezze,3270,00,3118,152,2287,983,0,3270
2019/06,295,30/06/2019,7,SP 9 fra Colorno e Torrile centro abitato di Bezze,2468,00,2399,69,1582,886,0,2468
2019/06,298,29/06/2019,6,SP 588R da Castione Marchesi (A 1) a Busseto,2671,00,2598,73,1760,911,0,2671
2019/06,298,30/06/2019,7,SP 588R da Castione Marchesi (A 1) a Busseto,1976,00,1937,39,1218,758,0,1976
2019/06,300,29/06/2019,6,SP 462R fra Fiorenzuola d'Arda e Cortemaggiore,7474,10,7206,267,5202,2272,0,7474
