AnnoMese,Postazione,Giorno,N Giorno Settimana,Strada,Transiti - Totale,Transiti - Non Classificato,Transiti - Leggeri,Transiti - Pesanti,Transiti - Diurno,Transiti - Notturno,Transiti - Feriali,Transiti - Festivi
2019/11,328,14/11/2019,4,SP 486 tra Modena e Baggiovara,26264,30,25596,665,20529,5735,26264,0
2019/11,331,01/11/2019,5,SP 325 tra Casello A 1 (Sasso Marconi) e Vado,6610,00,6563,47,5285,1325,0,6610
2019/11,331,02/11/2019,6,SP 325 tra Casello A 1 (Sasso Marconi) e Vado,5895,00,5828,67,4435,1460,0,5895
2019/11,331,03/11/2019,7,SP 325 tra Casello A 1 (Sasso Marconi) e Vado,4661,00,4628,33,3537,1124,0,4661
2019/11,331,04/11/2019,1,SP 325 tra Casello A 1 (Sasso Marconi) e Vado,7397,00,7009,388,5808,1589,7397,0
2019/11,331,05/11/2019,2,SP 325 tra Casello A 1 (Sasso Marconi) e Vado,7498,00,7087,411,5777,1721,7498,0
2019/11,331,06/11/2019,3,SP 325 tra Casello A 1 (Sasso Marconi) e Vado,7328,00,6976,352,5675,1653,7328,0
2019/11,331,07/11/2019,4,SP 325 tra Casello A 1 (Sasso Marconi) e Vado,7529,00,7169,360,5809,1720,7529,0
2019/11,331,08/11/2019,5,SP 325 tra Casello A 1 (Sasso Marconi) e Vado,7591,00,7204,387,5755,1836,7591,0
2019/11,331,09/11/2019,6,SP 325 tra Casello A 1 (Sasso Marconi) e Vado,6646,00,6553,93,5115,1531,0,6646
2019/11,331,10/11/2019,7,SP 325 tra Casello A 1 (Sasso Marconi) e Vado,5191,00,5167,24,3978,1213,0,5191
2019/11,331,11/11/2019,1,SP 325 tra Casello A 1 (Sasso Marconi) e Vado,7245,00,6901,344,5696,1549,7245,0
2019/11,331,12/11/2019,2,SP 325 tra Casello A 1 (Sasso Marconi) e Vado,7681,00,7295,386,6025,1656,7681,0
2019/11,331,13/11/2019,3,SP 325 tra Casello A 1 (Sasso Marconi) e Vado,7403,00,7077,326,5741,1662,7403,0
2019/11,331,14/11/2019,4,SP 325 tra Casello A 1 (Sasso Marconi) e Vado,7488,00,7143,345,5779,1709,7488,0
2019/11,332,01/11/2019,5,SP 306R fra Castel Bolognese e Riolo Terme,7754,10,7681,72,5678,2076,0,7754
2019/11,332,02/11/2019,6,SP 306R fra Castel Bolognese e Riolo Terme,8132,10,8009,122,6230,1902,0,8132
2019/11,332,03/11/2019,7,SP 306R fra Castel Bolognese e Riolo Terme,5989,10,5962,26,4534,1455,0,5989
2019/11,332,04/11/2019,1,SP 306R fra Castel Bolognese e Riolo Terme,9192,00,8639,553,7341,1851,9192,0
2019/11,332,05/11/2019,2,SP 306R fra Castel Bolognese e Riolo Terme,9341,10,8778,562,7402,1939,9341,0
2019/11,332,06/11/2019,3,SP 306R fra Castel Bolognese e Riolo Terme,9360,00,8793,567,7470,1890,9360,0
2019/11,332,07/11/2019,4,SP 306R fra Castel Bolognese e Riolo Terme,9756,00,9187,569,7763,1993,9756,0
2019/11,332,08/11/2019,5,SP 306R fra Castel Bolognese e Riolo Terme,9625,00,9093,532,7562,2063,9625,0
2019/11,332,09/11/2019,6,SP 306R fra Castel Bolognese e Riolo Terme,8610,10,8402,207,6338,2272,0,8610
2019/11,332,10/11/2019,7,SP 306R fra Castel Bolognese e Riolo Terme,6726,10,6675,50,5158,1568,0,6726
2019/11,332,11/11/2019,1,SP 306R fra Castel Bolognese e Riolo Terme,8990,00,8460,530,7271,1719,8990,0
2019/11,332,12/11/2019,2,SP 306R fra Castel Bolognese e Riolo Terme,9120,10,8637,482,7323,1797,9120,0
2019/11,332,13/11/2019,3,SP 306R fra Castel Bolognese e Riolo Terme,9196,10,8695,500,7415,1781,9196,0
2019/11,332,14/11/2019,4,SP 306R fra Castel Bolognese e Riolo Terme,9255,00,8763,492,7315,1940,9255,0
2019/11,334,01/11/2019,5,SP 8 dal Casello A 1 (Faenza) a Cotignola,11996,00,11917,79,8567,3429,0,11996
2019/11,334,02/11/2019,6,SP 8 dal Casello A 1 (Faenza) a Cotignola,13634,00,13404,230,10211,3423,0,13634
2019/11,334,03/11/2019,7,SP 8 dal Casello A 1 (Faenza) a Cotignola,11574,00,11520,54,8889,2685,0,11574
2019/11,334,04/11/2019,1,SP 8 dal Casello A 1 (Faenza) a Cotignola,14916,00,13762,1154,11882,3034,14916,0
2019/11,334,05/11/2019,2,SP 8 dal Casello A 1 (Faenza) a Cotignola,14966,00,13797,1169,11754,3212,14966,0
2019/11,334,06/11/2019,3,SP 8 dal Casello A 1 (Faenza) a Cotignola,15276,00,14158,1118,12086,3190,15276,0
2019/11,334,07/11/2019,4,SP 8 dal Casello A 1 (Faenza) a Cotignola,15420,00,14500,920,11921,3499,15420,0
2019/11,334,08/11/2019,5,SP 8 dal Casello A 1 (Faenza) a Cotignola,15941,00,14965,976,12148,3793,15941,0
2019/11,334,09/11/2019,6,SP 8 dal Casello A 1 (Faenza) a Cotignola,15053,00,14796,257,10796,4257,0,15053
2019/11,334,10/11/2019,7,SP 8 dal Casello A 1 (Faenza) a Cotignola,13870,00,13835,35,10427,3443,0,13870
2019/11,334,11/11/2019,1,SP 8 dal Casello A 1 (Faenza) a Cotignola,14506,00,13493,1013,11491,3015,14506,0
2019/11,334,12/11/2019,2,SP 8 dal Casello A 1 (Faenza) a Cotignola,12924,00,11552,1372,10598,2326,12924,0
2019/11,334,13/11/2019,3,SP 8 dal Casello A 1 (Faenza) a Cotignola,15179,00,14238,941,11977,3202,15179,0
2019/11,334,14/11/2019,4,SP 8 dal Casello A 1 (Faenza) a Cotignola,15445,00,14511,934,12221,3224,15445,0
2019/11,336,01/11/2019,5,SP 253R tra Lugo (ponte fiume Senio) e Bagnacavallo,7089,00,7027,62,5169,1920,0,7089
2019/11,336,02/11/2019,6,SP 253R tra Lugo (ponte fiume Senio) e Bagnacavallo,8554,10,8402,151,6469,2085,0,8554
2019/11,336,03/11/2019,7,SP 253R tra Lugo (ponte fiume Senio) e Bagnacavallo,6827,00,6790,37,5166,1661,0,6827
2019/11,336,04/11/2019,1,SP 253R tra Lugo (ponte fiume Senio) e Bagnacavallo,11383,00,10677,706,9046,2337,11383,0
2019/11,336,05/11/2019,2,SP 253R tra Lugo (ponte fiume Senio) e Bagnacavallo,11898,00,11196,702,9552,2346,11898,0
2019/11,336,06/11/2019,3,SP 253R tra Lugo (ponte fiume Senio) e Bagnacavallo,11973,00,11214,759,9681,2292,11973,0
2019/11,336,07/11/2019,4,SP 253R tra Lugo (ponte fiume Senio) e Bagnacavallo,11672,30,11000,669,9225,2447,11672,0
2019/11,336,08/11/2019,5,SP 253R tra Lugo (ponte fiume Senio) e Bagnacavallo,11981,00,11283,698,9408,2573,11981,0
2019/11,336,09/11/2019,6,SP 253R tra Lugo (ponte fiume Senio) e Bagnacavallo,9805,00,9619,186,7507,2298,0,9805
2019/11,336,10/11/2019,7,SP 253R tra Lugo (ponte fiume Senio) e Bagnacavallo,7052,00,7011,41,5247,1805,0,7052
2019/11,336,11/11/2019,1,SP 253R tra Lugo (ponte fiume Senio) e Bagnacavallo,11643,00,10963,680,9460,2183,11643,0
2019/11,336,12/11/2019,2,SP 253R tra Lugo (ponte fiume Senio) e Bagnacavallo,11539,00,10861,678,9273,2266,11539,0
2019/11,336,13/11/2019,3,SP 253R tra Lugo (ponte fiume Senio) e Bagnacavallo,11795,40,11131,660,9453,2342,11795,0
2019/11,336,14/11/2019,4,SP 253R tra Lugo (ponte fiume Senio) e Bagnacavallo,11886,00,11056,830,9473,2413,11886,0
2019/11,337,01/11/2019,5,SP 14 fra Lugo (bivio SSPP 41/46) e Fusignano,7237,00,7175,62,5276,1961,0,7237
2019/11,337,02/11/2019,6,SP 14 fra Lugo (bivio SSPP 41/46) e Fusignano,8846,10,8721,124,6765,2081,0,8846
2019/11,337,03/11/2019,7,SP 14 fra Lugo (bivio SSPP 41/46) e Fusignano,6422,00,6397,25,4705,1717,0,6422
2019/11,337,04/11/2019,1,SP 14 fra Lugo (bivio SSPP 41/46) e Fusignano,12155,00,11496,659,9877,2278,12155,0
2019/11,337,05/11/2019,2,SP 14 fra Lugo (bivio SSPP 41/46) e Fusignano,12428,30,11810,615,10117,2311,12428,0
2019/11,337,06/11/2019,3,SP 14 fra Lugo (bivio SSPP 41/46) e Fusignano,12521,00,11893,628,10180,2341,12521,0
2019/11,337,07/11/2019,4,SP 14 fra Lugo (bivio SSPP 41/46) e Fusignano,12137,10,11516,620,9760,2377,12137,0
2019/11,337,08/11/2019,5,SP 14 fra Lugo (bivio SSPP 41/46) e Fusignano,12584,00,12018,566,9975,2609,12584,0
2019/11,337,09/11/2019,6,SP 14 fra Lugo (bivio SSPP 41/46) e Fusignano,10475,00,10293,182,7892,2583,0,10475
2019/11,337,10/11/2019,7,SP 14 fra Lugo (bivio SSPP 41/46) e Fusignano,7038,00,7007,31,5009,2029,0,7038
2019/11,337,11/11/2019,1,SP 14 fra Lugo (bivio SSPP 41/46) e Fusignano,12130,10,11592,537,9904,2226,12130,0
2019/11,337,12/11/2019,2,SP 14 fra Lugo (bivio SSPP 41/46) e Fusignano,12110,20,11562,546,9805,2305,12110,0
2019/11,337,13/11/2019,3,SP 14 fra Lugo (bivio SSPP 41/46) e Fusignano,12357,00,11770,587,9969,2388,12357,0
2019/11,337,14/11/2019,4,SP 14 fra Lugo (bivio SSPP 41/46) e Fusignano,11975,10,11395,579,9573,2402,11975,0
2019/11,339,01/11/2019,5,SP 3 tra San Lorenzo in Noceto e Predappio,6201,00,6148,53,4719,1482,0,6201
2019/11,339,02/11/2019,6,SP 3 tra San Lorenzo in Noceto e Predappio,6890,00,6791,99,5168,1722,0,6890
2019/11,339,03/11/2019,7,SP 3 tra San Lorenzo in Noceto e Predappio,5657,00,5637,20,4386,1271,0,5657
2019/11,339,04/11/2019,1,SP 3 tra San Lorenzo in Noceto e Predappio,7820,00,7390,430,6284,1536,7820,0
2019/11,339,05/11/2019,2,SP 3 tra San Lorenzo in Noceto e Predappio,7937,10,7415,521,6385,1552,7937,0
2019/11,339,06/11/2019,3,SP 3 tra San Lorenzo in Noceto e Predappio,7880,00,7477,403,6245,1635,7880,0
2019/11,339,07/11/2019,4,SP 3 tra San Lorenzo in Noceto e Predappio,8055,00,7608,447,6373,1682,8055,0
2019/11,339,08/11/2019,5,SP 3 tra San Lorenzo in Noceto e Predappio,8335,00,7855,480,6507,1828,8335,0
2019/11,339,09/11/2019,6,SP 3 tra San Lorenzo in Noceto e Predappio,7381,00,7284,97,5466,1915,0,7381
2019/11,339,10/11/2019,7,SP 3 tra San Lorenzo in Noceto e Predappio,5997,00,5973,24,4612,1385,0,5997
2019/11,339,11/11/2019,1,SP 3 tra San Lorenzo in Noceto e Predappio,7743,10,7346,396,6284,1459,7743,0
2019/11,339,12/11/2019,2,SP 3 tra San Lorenzo in Noceto e Predappio,7696,00,7296,400,6204,1492,7696,0
2019/11,339,13/11/2019,3,SP 3 tra San Lorenzo in Noceto e Predappio,8107,00,7654,453,6452,1655,8107,0
2019/11,339,14/11/2019,4,SP 3 tra San Lorenzo in Noceto e Predappio,8130,00,7721,409,6453,1677,8130,0
2019/11,340,01/11/2019,5,SP 72 tra San Martino in Strada e bivio ex SS 310R (Meldola),,,,,,,,
2019/11,340,02/11/2019,6,SP 72 tra San Martino in Strada e bivio ex SS 310R (Meldola),,,,,,,,
2019/11,340,03/11/2019,7,SP 72 tra San Martino in Strada e bivio ex SS 310R (Meldola),,,,,,,,
2019/11,340,04/11/2019,1,SP 72 tra San Martino in Strada e bivio ex SS 310R (Meldola),,,,,,,,
2019/11,340,05/11/2019,2,SP 72 tra San Martino in Strada e bivio ex SS 310R (Meldola),,,,,,,,
2019/11,340,06/11/2019,3,SP 72 tra San Martino in Strada e bivio ex SS 310R (Meldola),,,,,,,,
2019/11,340,07/11/2019,4,SP 72 tra San Martino in Strada e bivio ex SS 310R (Meldola),,,,,,,,
2019/11,340,08/11/2019,5,SP 72 tra San Martino in Strada e bivio ex SS 310R (Meldola),,,,,,,,
2019/11,340,09/11/2019,6,SP 72 tra San Martino in Strada e bivio ex SS 310R (Meldola),,,,,,,,
2019/11,340,10/11/2019,7,SP 72 tra San Martino in Strada e bivio ex SS 310R (Meldola),,,,,,,,
2019/11,340,11/11/2019,1,SP 72 tra San Martino in Strada e bivio ex SS 310R (Meldola),,,,,,,,
2019/11,340,12/11/2019,2,SP 72 tra San Martino in Strada e bivio ex SS 310R (Meldola),,,,,,,,
2019/11,340,13/11/2019,3,SP 72 tra San Martino in Strada e bivio ex SS 310R (Meldola),,,,,,,,
2019/11,340,14/11/2019,4,SP 72 tra San Martino in Strada e bivio ex SS 310R (Meldola),,,,,,,,
2019/11,342,01/11/2019,5,SP 33 in località Gatteo,12631,00,12392,239,8936,3695,0,12631
2019/11,342,02/11/2019,6,SP 33 in località Gatteo,14211,10,13703,507,10602,3609,0,14211
2019/11,342,03/11/2019,7,SP 33 in località Gatteo,11558,00,11443,115,8561,2997,0,11558
2019/11,342,04/11/2019,1,SP 33 in località Gatteo,18156,30,16384,1769,14728,3428,18156,0
2019/11,342,05/11/2019,2,SP 33 in località Gatteo,18281,10,16505,1775,14698,3583,18281,0
2019/11,342,06/11/2019,3,SP 33 in località Gatteo,18897,10,17095,1801,15117,3780,18897,0
2019/11,342,07/11/2019,4,SP 33 in località Gatteo,19243,00,17366,1877,15186,4057,19243,0
2019/11,342,08/11/2019,5,SP 33 in località Gatteo,18996,20,17307,1687,14607,4389,18996,0
2019/11,342,09/11/2019,6,SP 33 in località Gatteo,16811,00,16291,520,12285,4526,0,16811
2019/11,342,10/11/2019,7,SP 33 in località Gatteo,14743,10,14641,101,10989,3754,0,14743
2019/11,342,11/11/2019,1,SP 33 in località Gatteo,18177,20,16567,1608,14684,3493,18177,0
2019/11,342,12/11/2019,2,SP 33 in località Gatteo,17681,00,16017,1664,14402,3279,17681,0
2019/11,342,13/11/2019,3,SP 33 in località Gatteo,18459,00,16715,1744,14779,3680,18459,0
2019/11,342,14/11/2019,4,SP 33 in località Gatteo,18694,20,16918,1774,14739,3955,18694,0
2019/11,343,01/11/2019,5,SP 4 tra Galeata e Santa Sofia,5835,00,5781,54,4658,1177,0,5835
2019/11,343,02/11/2019,6,SP 4 tra Galeata e Santa Sofia,6191,00,6041,150,4665,1526,0,6191
2019/11,343,03/11/2019,7,SP 4 tra Galeata e Santa Sofia,4471,00,4434,37,3561,910,0,4471
2019/11,343,04/11/2019,1,SP 4 tra Galeata e Santa Sofia,5854,10,5486,367,4589,1265,5854,0
2019/11,343,05/11/2019,2,SP 4 tra Galeata e Santa Sofia,5952,00,5595,357,4611,1341,5952,0
2019/11,343,06/11/2019,3,SP 4 tra Galeata e Santa Sofia,5621,00,5267,354,4302,1319,5621,0
2019/11,343,07/11/2019,4,SP 4 tra Galeata e Santa Sofia,6032,00,5683,349,4627,1405,6032,0
2019/11,343,08/11/2019,5,SP 4 tra Galeata e Santa Sofia,6036,00,5668,368,4591,1445,6036,0
2019/11,343,09/11/2019,6,SP 4 tra Galeata e Santa Sofia,5883,00,5676,207,4297,1586,0,5883
2019/11,343,10/11/2019,7,SP 4 tra Galeata e Santa Sofia,5172,00,5154,18,4221,951,0,5172
2019/11,343,11/11/2019,1,SP 4 tra Galeata e Santa Sofia,5646,00,5287,359,4395,1251,5646,0
2019/11,343,12/11/2019,2,SP 4 tra Galeata e Santa Sofia,5710,00,5372,338,4469,1241,5710,0
2019/11,343,13/11/2019,3,SP 4 tra Galeata e Santa Sofia,5813,00,5474,339,4431,1382,5813,0
2019/11,343,14/11/2019,4,SP 4 tra Galeata e Santa Sofia,5807,00,5419,388,4529,1278,5807,0
2019/11,344,01/11/2019,5,SS 3Bis/E 45 tra Borello e Mercato Saraceno,23009,60,22001,1002,18811,4198,0,23009
2019/11,344,02/11/2019,6,SS 3Bis/E 45 tra Borello e Mercato Saraceno,17023,10,16228,794,13111,3912,0,17023
2019/11,344,03/11/2019,7,SS 3Bis/E 45 tra Borello e Mercato Saraceno,24909,10,24186,722,19677,5232,0,24909
2019/11,344,04/11/2019,1,SS 3Bis/E 45 tra Borello e Mercato Saraceno,20606,60,16969,3631,15988,4618,20606,0
2019/11,344,05/11/2019,2,SS 3Bis/E 45 tra Borello e Mercato Saraceno,18581,70,14656,3918,14304,4277,18581,0
2019/11,344,06/11/2019,3,SS 3Bis/E 45 tra Borello e Mercato Saraceno,19102,80,14996,4098,14675,4427,19102,0
2019/11,344,07/11/2019,4,SS 3Bis/E 45 tra Borello e Mercato Saraceno,20533,70,16329,4197,15591,4942,20533,0
2019/11,344,08/11/2019,5,SS 3Bis/E 45 tra Borello e Mercato Saraceno,21386,100,17455,3921,16160,5226,21386,0
2019/11,344,09/11/2019,6,SS 3Bis/E 45 tra Borello e Mercato Saraceno,18172,30,16979,1190,13340,4832,0,18172
2019/11,344,10/11/2019,7,SS 3Bis/E 45 tra Borello e Mercato Saraceno,18280,10,17696,583,14007,4273,0,18280
2019/11,344,11/11/2019,1,SS 3Bis/E 45 tra Borello e Mercato Saraceno,18514,120,14835,3667,14141,4373,18514,0
2019/11,344,12/11/2019,2,SS 3Bis/E 45 tra Borello e Mercato Saraceno,17131,140,13327,3790,13195,3936,17131,0
2019/11,344,13/11/2019,3,SS 3Bis/E 45 tra Borello e Mercato Saraceno,17999,90,14189,3801,13651,4348,17999,0
2019/11,344,14/11/2019,4,SS 3Bis/E 45 tra Borello e Mercato Saraceno,18724,130,14957,3754,14137,4587,18724,0
2019/11,348,01/11/2019,5,SP 10 dal bivio con SP 89 (San Mauro Pascoli) c/o A 14  al bivio SS 16 (San Mauro Mare),,,,,,,,
2019/11,348,02/11/2019,6,SP 10 dal bivio con SP 89 (San Mauro Pascoli) c/o A 14  al bivio SS 16 (San Mauro Mare),,,,,,,,
2019/11,348,03/11/2019,7,SP 10 dal bivio con SP 89 (San Mauro Pascoli) c/o A 14  al bivio SS 16 (San Mauro Mare),,,,,,,,
2019/11,348,04/11/2019,1,SP 10 dal bivio con SP 89 (San Mauro Pascoli) c/o A 14  al bivio SS 16 (San Mauro Mare),,,,,,,,
2019/11,348,05/11/2019,2,SP 10 dal bivio con SP 89 (San Mauro Pascoli) c/o A 14  al bivio SS 16 (San Mauro Mare),,,,,,,,
2019/11,348,06/11/2019,3,SP 10 dal bivio con SP 89 (San Mauro Pascoli) c/o A 14  al bivio SS 16 (San Mauro Mare),,,,,,,,
2019/11,348,07/11/2019,4,SP 10 dal bivio con SP 89 (San Mauro Pascoli) c/o A 14  al bivio SS 16 (San Mauro Mare),,,,,,,,
2019/11,348,08/11/2019,5,SP 10 dal bivio con SP 89 (San Mauro Pascoli) c/o A 14  al bivio SS 16 (San Mauro Mare),,,,,,,,
2019/11,348,09/11/2019,6,SP 10 dal bivio con SP 89 (San Mauro Pascoli) c/o A 14  al bivio SS 16 (San Mauro Mare),,,,,,,,
2019/11,348,10/11/2019,7,SP 10 dal bivio con SP 89 (San Mauro Pascoli) c/o A 14  al bivio SS 16 (San Mauro Mare),,,,,,,,
2019/11,348,11/11/2019,1,SP 10 dal bivio con SP 89 (San Mauro Pascoli) c/o A 14  al bivio SS 16 (San Mauro Mare),,,,,,,,
2019/11,348,12/11/2019,2,SP 10 dal bivio con SP 89 (San Mauro Pascoli) c/o A 14  al bivio SS 16 (San Mauro Mare),,,,,,,,
2019/11,348,13/11/2019,3,SP 10 dal bivio con SP 89 (San Mauro Pascoli) c/o A 14  al bivio SS 16 (San Mauro Mare),,,,,,,,
2019/11,348,14/11/2019,4,SP 10 dal bivio con SP 89 (San Mauro Pascoli) c/o A 14  al bivio SS 16 (San Mauro Mare),,,,,,,,
2019/11,349,01/11/2019,5,SS 16 tra Cervia e Cesenatico,29519,00,29095,424,20769,8750,0,29519
2019/11,349,02/11/2019,6,SS 16 tra Cervia e Cesenatico,27175,00,26626,549,19984,7191,0,27175
2019/11,349,03/11/2019,7,SS 16 tra Cervia e Cesenatico,23015,00,22727,288,17707,5308,0,23015
2019/11,349,04/11/2019,1,SS 16 tra Cervia e Cesenatico,20802,10,18973,1828,16355,4447,20802,0
2019/11,349,05/11/2019,2,SS 16 tra Cervia e Cesenatico,20344,10,18453,1890,15945,4399,20344,0
2019/11,349,06/11/2019,3,SS 16 tra Cervia e Cesenatico,20560,10,18772,1787,15959,4601,20560,0
2019/11,349,07/11/2019,4,SS 16 tra Cervia e Cesenatico,22200,00,20288,1912,17227,4973,22200,0
2019/11,349,08/11/2019,5,SS 16 tra Cervia e Cesenatico,23168,10,21274,1893,17677,5491,23168,0
2019/11,349,09/11/2019,6,SS 16 tra Cervia e Cesenatico,21964,00,21496,468,15194,6770,0,21964
2019/11,349,10/11/2019,7,SS 16 tra Cervia e Cesenatico,22208,00,22050,158,16376,5832,0,22208
2019/11,349,11/11/2019,1,SS 16 tra Cervia e Cesenatico,20008,20,18196,1810,15645,4363,20008,0
2019/11,349,12/11/2019,2,SS 16 tra Cervia e Cesenatico,19505,10,17612,1892,15562,3943,19505,0
2019/11,349,13/11/2019,3,SS 16 tra Cervia e Cesenatico,20256,00,18507,1749,15768,4488,20256,0
2019/11,349,14/11/2019,4,SS 16 tra Cervia e Cesenatico,20740,00,18923,1817,15952,4788,20740,0
2019/11,350,01/11/2019,5,SP 41 tra Rimini (viadotto A 14) e bivio SP 49 (località Ospedaletto),6979,00,6936,43,5088,1891,0,6979
2019/11,350,02/11/2019,6,SP 41 tra Rimini (viadotto A 14) e bivio SP 49 (località Ospedaletto),8036,00,7929,107,5995,2041,0,8036
2019/11,350,03/11/2019,7,SP 41 tra Rimini (viadotto A 14) e bivio SP 49 (località Ospedaletto),6466,10,6434,31,4683,1783,0,6466
2019/11,350,04/11/2019,1,SP 41 tra Rimini (viadotto A 14) e bivio SP 49 (località Ospedaletto),9045,10,8719,325,7267,1778,9045,0
2019/11,350,05/11/2019,2,SP 41 tra Rimini (viadotto A 14) e bivio SP 49 (località Ospedaletto),8901,00,8565,336,7147,1754,8901,0
2019/11,350,06/11/2019,3,SP 41 tra Rimini (viadotto A 14) e bivio SP 49 (località Ospedaletto),9108,00,8767,341,7118,1990,9108,0
2019/11,350,07/11/2019,4,SP 41 tra Rimini (viadotto A 14) e bivio SP 49 (località Ospedaletto),8967,00,8641,326,7054,1913,8967,0
2019/11,350,08/11/2019,5,SP 41 tra Rimini (viadotto A 14) e bivio SP 49 (località Ospedaletto),9524,00,9178,346,7454,2070,9524,0
2019/11,350,09/11/2019,6,SP 41 tra Rimini (viadotto A 14) e bivio SP 49 (località Ospedaletto),8441,10,8303,137,6365,2076,0,8441
2019/11,350,10/11/2019,7,SP 41 tra Rimini (viadotto A 14) e bivio SP 49 (località Ospedaletto),6576,00,6541,35,4706,1870,0,6576
2019/11,350,11/11/2019,1,SP 41 tra Rimini (viadotto A 14) e bivio SP 49 (località Ospedaletto),9105,00,8787,318,7287,1818,9105,0
2019/11,350,12/11/2019,2,SP 41 tra Rimini (viadotto A 14) e bivio SP 49 (località Ospedaletto),8626,00,8295,331,6928,1698,8626,0
2019/11,350,13/11/2019,3,SP 41 tra Rimini (viadotto A 14) e bivio SP 49 (località Ospedaletto),9182,00,8872,310,7250,1932,9182,0
2019/11,350,14/11/2019,4,SP 41 tra Rimini (viadotto A 14) e bivio SP 49 (località Ospedaletto),9057,20,8735,320,7101,1956,9057,0
2019/11,351,01/11/2019,5,SS 72 tra Rimini e  San Marino,,,,,,,,
2019/11,351,02/11/2019,6,SS 72 tra Rimini e  San Marino,,,,,,,,
2019/11,351,03/11/2019,7,SS 72 tra Rimini e  San Marino,,,,,,,,
2019/11,351,04/11/2019,1,SS 72 tra Rimini e  San Marino,,,,,,,,
2019/11,351,05/11/2019,2,SS 72 tra Rimini e  San Marino,,,,,,,,
2019/11,351,06/11/2019,3,SS 72 tra Rimini e  San Marino,,,,,,,,
2019/11,351,07/11/2019,4,SS 72 tra Rimini e  San Marino,,,,,,,,
2019/11,351,08/11/2019,5,SS 72 tra Rimini e  San Marino,,,,,,,,
2019/11,351,09/11/2019,6,SS 72 tra Rimini e  San Marino,,,,,,,,
2019/11,351,10/11/2019,7,SS 72 tra Rimini e  San Marino,,,,,,,,
2019/11,351,11/11/2019,1,SS 72 tra Rimini e  San Marino,,,,,,,,
2019/11,351,12/11/2019,2,SS 72 tra Rimini e  San Marino,,,,,,,,
2019/11,351,13/11/2019,3,SS 72 tra Rimini e  San Marino,,,,,,,,
2019/11,351,14/11/2019,4,SS 72 tra Rimini e  San Marino,,,,,,,,
2019/11,354,01/11/2019,5,SP 31 tra Viadotto A 14 e Coriano,9835,10,9780,54,6991,2844,0,9835
2019/11,354,02/11/2019,6,SP 31 tra Viadotto A 14 e Coriano,10873,00,10759,114,8024,2849,0,10873
2019/11,354,03/11/2019,7,SP 31 tra Viadotto A 14 e Coriano,9285,00,9248,37,6776,2509,0,9285
2019/11,354,04/11/2019,1,SP 31 tra Viadotto A 14 e Coriano,12840,00,12483,357,10259,2581,12840,0
2019/11,354,05/11/2019,2,SP 31 tra Viadotto A 14 e Coriano,12399,20,12093,304,9951,2448,12399,0
2019/11,354,06/11/2019,3,SP 31 tra Viadotto A 14 e Coriano,12561,00,12190,371,9973,2588,12561,0
2019/11,354,07/11/2019,4,SP 31 tra Viadotto A 14 e Coriano,12744,10,12384,359,9925,2819,12744,0
2019/11,354,08/11/2019,5,SP 31 tra Viadotto A 14 e Coriano,12958,20,12612,344,10084,2874,12958,0
2019/11,354,09/11/2019,6,SP 31 tra Viadotto A 14 e Coriano,11785,00,11646,139,8579,3206,0,11785
2019/11,354,10/11/2019,7,SP 31 tra Viadotto A 14 e Coriano,9718,00,9677,41,7044,2674,0,9718
2019/11,354,11/11/2019,1,SP 31 tra Viadotto A 14 e Coriano,12193,00,11875,318,9820,2373,12193,0
2019/11,354,12/11/2019,2,SP 31 tra Viadotto A 14 e Coriano,12464,20,12129,333,9979,2485,12464,0
2019/11,354,13/11/2019,3,SP 31 tra Viadotto A 14 e Coriano,12856,10,12517,338,10097,2759,12856,0
2019/11,354,14/11/2019,4,SP 31 tra Viadotto A 14 e Coriano,12760,20,12412,346,10048,2712,12760,0
2019/11,355,01/11/2019,5,SP 17V tra San Giovanni in Marignano e Morciano di Romagna (variante),10266,00,10203,63,7598,2668,0,10266
2019/11,355,02/11/2019,6,SP 17V tra San Giovanni in Marignano e Morciano di Romagna (variante),11768,00,11644,124,8962,2806,0,11768
2019/11,355,03/11/2019,7,SP 17V tra San Giovanni in Marignano e Morciano di Romagna (variante),10181,00,10132,49,7607,2574,0,10181
2019/11,355,04/11/2019,1,SP 17V tra San Giovanni in Marignano e Morciano di Romagna (variante),15343,00,14651,692,12397,2946,15343,0
2019/11,355,05/11/2019,2,SP 17V tra San Giovanni in Marignano e Morciano di Romagna (variante),15438,00,14691,747,12477,2961,15438,0
2019/11,355,06/11/2019,3,SP 17V tra San Giovanni in Marignano e Morciano di Romagna (variante),15423,00,14772,651,12337,3086,15423,0
2019/11,355,07/11/2019,4,SP 17V tra San Giovanni in Marignano e Morciano di Romagna (variante),16145,00,15454,691,12927,3218,16145,0
2019/11,355,08/11/2019,5,SP 17V tra San Giovanni in Marignano e Morciano di Romagna (variante),15833,00,15179,654,12336,3497,15833,0
2019/11,355,09/11/2019,6,SP 17V tra San Giovanni in Marignano e Morciano di Romagna (variante),13841,00,13691,150,10556,3285,0,13841
2019/11,355,10/11/2019,7,SP 17V tra San Giovanni in Marignano e Morciano di Romagna (variante),10763,00,10729,34,8109,2654,0,10763
2019/11,355,11/11/2019,1,SP 17V tra San Giovanni in Marignano e Morciano di Romagna (variante),14600,00,13959,641,11615,2985,14600,0
